testing_performance,testing_complexity,training_performance,training_complexity,task_id,selection,split,task_type,seed
0.71,8194,0.79333335,8194,168757,lexicase,50%,classification,1165
0.8153846,726481,0.79152346,389481,168784,lexicase,50%,classification,1406
0.74,7967,0.79333335,4745,168757,lexicase,50%,classification,1167
0.68456376,961,0.6272455,961,2073,lexicase,50%,classification,1324
0.7826087,723,0.8745981,723,146818,lexicase,50%,classification,1031
0.2837838,1189,0.6797583,1160,359954,lexicase,50%,classification,1088
1.0,202,0.9974293,202,359960,lexicase,50%,classification,1375
0.67785233,533972,0.6257485,273802,2073,lexicase,50%,classification,1326
0.8483412,8307,0.8693361,4787,359962,lexicase,50%,classification,1478
0.91780823,26291,0.9222561,13481,359958,lexicase,50%,classification,1246
0.88235295,107,0.8582677,107,190146,lexicase,50%,classification,1132
0.84705883,332,0.84514433,332,190146,lexicase,50%,classification,1146
0.8835617,508,0.9344512,508,359958,lexicase,50%,classification,1248
0.86255926,6,0.86617494,6,359962,lexicase,50%,classification,1474
0.72,712,0.79555553,712,168757,lexicase,50%,classification,1157
0.8720379,143361,0.8767123,70331,359962,lexicase,50%,classification,1469
0.87677723,105141,0.8724974,56091,359962,lexicase,50%,classification,1455
0.8584906,919,0.88,919,359956,lexicase,50%,classification,1206
0.5810811,29671,0.5957768,15079,359959,lexicase,50%,classification,1284
0.8051282,408591,0.7846506,222551,168784,lexicase,50%,classification,1391
0.7294118,350,0.85301834,178,190146,lexicase,50%,classification,1141
0.8867925,571,0.8968421,347,359956,lexicase,50%,classification,1187
0.89855075,4763,0.8874598,2519,146818,lexicase,50%,classification,1059
0.7733333,756,0.8219585,396,359955,lexicase,50%,classification,1116
0.70469797,217586,0.6047904,114246,2073,lexicase,50%,classification,1316
0.83886254,6,0.8630137,6,359962,lexicase,50%,classification,1458
0.8867925,55926,0.90105265,30286,359956,lexicase,50%,classification,1194
0.6756757,466,0.69486403,461,359954,lexicase,50%,classification,1087
0.87677723,5,0.8682824,5,359962,lexicase,50%,classification,1464
0.5608108,19111,0.57164407,12043,359959,lexicase,50%,classification,1273
0.8051282,294266,0.7857961,155626,168784,lexicase,50%,classification,1399
0.82608694,9477,0.903537,5447,146818,lexicase,50%,classification,1043
0.74666667,3331,0.8219585,1501,359955,lexicase,50%,classification,1114
0.89041096,890,0.9405488,890,359958,lexicase,50%,classification,1252
0.8235294,1601,0.87139106,1601,190146,lexicase,50%,classification,1127
0.88235295,1297,0.86351705,1297,190146,lexicase,50%,classification,1134
0.8695652,16951,0.90996784,9771,146818,lexicase,50%,classification,1033
0.7733333,5153,0.81602377,5153,359955,lexicase,50%,classification,1099
0.6148649,109,0.57767725,109,359959,lexicase,50%,classification,1275
0.85507244,687,0.8842444,387,146818,lexicase,50%,classification,1035
0.6013514,1463,0.57466066,1463,359959,lexicase,50%,classification,1277
0.84705883,237,0.86614174,237,190146,lexicase,50%,classification,1122
0.83589745,325311,0.812142,178351,168784,lexicase,50%,classification,1397
0.76,1576,0.80712163,1141,359955,lexicase,50%,classification,1092
0.90588236,603,0.8346457,603,190146,lexicase,50%,classification,1139
0.7297297,2007,0.71299094,2007,359954,lexicase,50%,classification,1079
0.6442953,1273,0.6152695,1272,2073,lexicase,50%,classification,1325
0.68456376,338371,0.61377245,168681,2073,lexicase,50%,classification,1309
0.9246575,8057,0.9344512,6083,359958,lexicase,50%,classification,1243
0.9041096,1027,0.9405488,1027,359958,lexicase,50%,classification,1253
0.76,3250,0.81602377,3250,359955,lexicase,50%,classification,1119
0.77,16771,0.7777778,8741,168757,lexicase,50%,classification,1159
0.86255926,26092,0.8693361,16832,359962,lexicase,50%,classification,1463
0.5878378,12091,0.58069384,10987,359959,lexicase,50%,classification,1286
0.6148649,15441,0.5882353,12221,359959,lexicase,50%,classification,1291
0.8490566,114691,0.91157895,65391,359956,lexicase,50%,classification,1208
0.8,363611,0.79725087,250451,168784,lexicase,50%,classification,1402
0.8530806,789,0.8651212,789,359962,lexicase,50%,classification,1468
0.76,51,0.8130564,51,359955,lexicase,50%,classification,1106
0.8584906,305,0.8947368,305,359956,lexicase,50%,classification,1205
0.8695652,1691,0.8938907,923,146818,lexicase,50%,classification,1052
0.8695652,217,0.90032154,114,146818,lexicase,50%,classification,1054
0.7897436,340062,0.7961054,196602,168784,lexicase,50%,classification,1407
0.5945946,191,0.5882353,191,359959,lexicase,50%,classification,1295
1.0,2520,0.9974293,2520,359960,lexicase,50%,classification,1370
0.6216216,70041,0.57616895,37541,359959,lexicase,50%,classification,1278
1.0,604,1.0,604,359960,lexicase,50%,classification,1388
0.88235295,1297,0.847769,1297,190146,lexicase,50%,classification,1129
0.87058824,246,0.85301834,246,190146,lexicase,50%,classification,1125
0.82051283,435721,0.79839635,238881,168784,lexicase,50%,classification,1410
0.85507244,1521,0.90996784,941,146818,lexicase,50%,classification,1051
0.8695652,3006,0.92282957,1976,146818,lexicase,50%,classification,1056
0.8720379,76,0.8630137,66,359962,lexicase,50%,classification,1462
0.85128206,436501,0.7846506,235841,168784,lexicase,50%,classification,1403
0.76,110,0.810089,110,359955,lexicase,50%,classification,1103
0.67114097,77296,0.6092814,41156,2073,lexicase,50%,classification,1313
0.6979866,491,0.6182635,491,2073,lexicase,50%,classification,1306
0.5472973,126211,0.586727,63611,359959,lexicase,50%,classification,1283
0.84705883,352,0.839895,198,190146,lexicase,50%,classification,1142
0.5878378,8413,0.57315236,4969,359959,lexicase,50%,classification,1290
0.8235294,167,0.8346457,167,190146,lexicase,50%,classification,1126
0.5472973,2,0.5701358,2,359959,lexicase,50%,classification,1274
0.8867925,701,0.8905263,700,359956,lexicase,50%,classification,1207
0.8720379,80721,0.8746048,42341,359962,lexicase,50%,classification,1466
0.76,210,0.82492584,210,359955,lexicase,50%,classification,1104
0.67785233,465,0.6227545,464,2073,lexicase,50%,classification,1314
1.0,1863,1.0,1863,359960,lexicase,50%,classification,1382
0.6533333,236,0.8130564,126,359955,lexicase,50%,classification,1120
0.5337838,35053,0.5912519,19981,359959,lexicase,50%,classification,1285
0.8490566,988,0.88631576,988,359956,lexicase,50%,classification,1189
0.5810811,1598,0.6003017,1600,359959,lexicase,50%,classification,1294
0.76,125197,0.7822222,65017,168757,lexicase,50%,classification,1177
0.5945946,479,0.5942685,479,359959,lexicase,50%,classification,1271
0.5405405,494,0.5942685,494,359959,lexicase,50%,classification,1292
0.6979866,264421,0.61976045,124031,2073,lexicase,50%,classification,1327
0.87058824,1025,0.8582677,1025,190146,lexicase,50%,classification,1143
0.884058,32036,0.8971061,16066,146818,lexicase,50%,classification,1036
0.8578199,115011,0.8724974,61141,359962,lexicase,50%,classification,1460
0.89726025,79171,0.9359756,42911,359958,lexicase,50%,classification,1259
0.7692308,556161,0.7789233,313001,168784,lexicase,50%,classification,1395
0.86986303,82681,0.9237805,47271,359958,lexicase,50%,classification,1267
0.91780823,780,0.93140244,780,359958,lexicase,50%,classification,1244
0.8483412,4401,0.8672287,4401,359962,lexicase,50%,classification,1465
0.6442953,4283,0.5958084,2633,2073,lexicase,50%,classification,1310
0.884058,436,0.9067524,436,146818,lexicase,50%,classification,1041
1.0,1354,1.0,1354,359960,lexicase,50%,classification,1363
0.6148649,113,0.57164407,113,359959,lexicase,50%,classification,1279
0.76,10222,0.80712163,4612,359955,lexicase,50%,classification,1101
0.8153846,341941,0.79037803,190411,168784,lexicase,50%,classification,1393
0.85882354,378,0.86614174,378,190146,lexicase,50%,classification,1128
0.8630137,749,0.9390244,749,359958,lexicase,50%,classification,1249
0.66442955,1105,0.6227545,563,2073,lexicase,50%,classification,1301
0.6621622,3021,0.72205436,3021,359954,lexicase,50%,classification,1076
0.9041096,112,0.93292683,112,359958,lexicase,50%,classification,1256
0.84705883,153,0.85301834,153,190146,lexicase,50%,classification,1145
0.89726025,164681,0.9390244,94911,359958,lexicase,50%,classification,1265
0.86255926,39401,0.8703899,20861,359962,lexicase,50%,classification,1459
1.0,3429,1.0,3429,359960,lexicase,50%,classification,1379
0.8679245,23731,0.9031579,12521,359956,lexicase,50%,classification,1192
0.9768786,933,0.9974293,933,359960,lexicase,50%,classification,1387
0.70469797,401651,0.61377245,204111,2073,lexicase,50%,classification,1302
0.8835617,950,0.9268293,950,359958,lexicase,50%,classification,1241
0.6979866,177881,0.6017964,89911,2073,lexicase,50%,classification,1312
0.77,6667,0.7777778,3957,168757,lexicase,50%,classification,1160
0.8396226,246,0.8842105,246,359956,lexicase,50%,classification,1199
0.6486486,91711,0.70996976,47311,359954,lexicase,50%,classification,1074
0.68456376,535251,0.6257485,282861,2073,lexicase,50%,classification,1303
0.8695652,4967,0.90032154,2667,146818,lexicase,50%,classification,1038
0.62416106,225611,0.6182635,113481,2073,lexicase,50%,classification,1319
0.7846154,482631,0.7961054,274021,168784,lexicase,50%,classification,1400
0.70469797,136841,0.6152695,68741,2073,lexicase,50%,classification,1304
0.84102565,140441,0.8052692,78721,168784,lexicase,50%,classification,1401
0.72,1751,0.7888889,995,168757,lexicase,50%,classification,1155
0.9041096,253,0.9344512,253,359958,lexicase,50%,classification,1270
0.78,1923,0.7733333,1923,168757,lexicase,50%,classification,1162
0.8530806,57502,0.8788198,29572,359962,lexicase,50%,classification,1480
0.7181208,99031,0.6227545,54381,2073,lexicase,50%,classification,1317
0.8153846,29291,0.78235966,21449,168784,lexicase,50%,classification,1392
0.8867925,601,0.89894736,601,359956,lexicase,50%,classification,1203
0.8630137,22661,0.93292683,19161,359958,lexicase,50%,classification,1261
0.76,234,0.8189911,234,359955,lexicase,50%,classification,1115
0.9041096,337,0.9390244,337,359958,lexicase,50%,classification,1251
0.8153846,538391,0.78235966,294251,168784,lexicase,50%,classification,1416
0.74,14181,0.7777778,11241,168757,lexicase,50%,classification,1180
1.0,547,0.9987146,547,359960,lexicase,50%,classification,1377
0.6216216,56526,0.71601206,31206,359954,lexicase,50%,classification,1083
0.85882354,1445,0.8608924,1297,190146,lexicase,50%,classification,1123
0.8767123,943,0.9344512,943,359958,lexicase,50%,classification,1263
0.5337838,21716,0.57616895,11766,359959,lexicase,50%,classification,1293
0.5472973,58111,0.5987934,28721,359959,lexicase,50%,classification,1289
0.74666667,20,0.810089,20,359955,lexicase,50%,classification,1110
0.9130435,77557,0.89067525,42587,146818,lexicase,50%,classification,1055
0.5743243,989,0.57164407,989,359959,lexicase,50%,classification,1296
0.99421966,2804,1.0,2804,359960,lexicase,50%,classification,1365
0.67114097,28,0.63023955,28,2073,lexicase,50%,classification,1322
0.71,16022,0.7866667,8052,168757,lexicase,50%,classification,1179
1.0,803,1.0,803,359960,lexicase,50%,classification,1372
0.82564104,503641,0.79954183,357441,168784,lexicase,50%,classification,1409
0.74666667,23,0.8130564,25,359955,lexicase,50%,classification,1109
0.76,1686,0.8041543,1686,359955,lexicase,50%,classification,1098
0.7114094,280641,0.61377245,135311,2073,lexicase,50%,classification,1321
0.74666667,50,0.81602377,50,359955,lexicase,50%,classification,1108
0.89855075,40981,0.903537,23311,146818,lexicase,50%,classification,1042
0.73,8987,0.7733333,6047,168757,lexicase,50%,classification,1156
1.0,1815,0.9987146,1815,359960,lexicase,50%,classification,1361
0.76,50931,0.77111113,26501,168757,lexicase,50%,classification,1164
0.7733333,16,0.81602377,16,359955,lexicase,50%,classification,1093
0.70469797,164991,0.6317365,84601,2073,lexicase,50%,classification,1320
0.6621622,231,0.72205436,231,359954,lexicase,50%,classification,1063
0.9109589,713,0.94359756,713,359958,lexicase,50%,classification,1258
1.0,418,1.0,418,359960,lexicase,50%,classification,1390
0.884058,3606,0.9131833,1756,146818,lexicase,50%,classification,1032
0.884058,12031,0.8971061,5971,146818,lexicase,50%,classification,1046
0.86255926,46096,0.8693361,23386,359962,lexicase,50%,classification,1477
0.75,6417,0.79333335,6417,168757,lexicase,50%,classification,1170
1.0,447,1.0,447,359960,lexicase,50%,classification,1371
0.84705883,363,0.85301834,232,190146,lexicase,50%,classification,1136
0.6351351,472,0.6797583,251,359954,lexicase,50%,classification,1075
0.7162162,137376,0.71601206,71886,359954,lexicase,50%,classification,1086
0.8102564,356681,0.79839635,204841,168784,lexicase,50%,classification,1414
0.8679245,861,0.89894736,861,359956,lexicase,50%,classification,1209
0.7027027,345,0.70090634,329,359954,lexicase,50%,classification,1067
0.7733333,5905,0.82492584,5905,359955,lexicase,50%,classification,1094
0.527027,46927,0.57767725,23323,359959,lexicase,50%,classification,1280
0.8578199,18041,0.8724974,10081,359962,lexicase,50%,classification,1472
0.91780823,89831,0.93140244,50921,359958,lexicase,50%,classification,1260
1.0,1366,1.0,1365,359960,lexicase,50%,classification,1367
0.8835617,172,0.93140244,172,359958,lexicase,50%,classification,1245
0.6554054,1129,0.57918555,558,359959,lexicase,50%,classification,1288
0.74,78207,0.77555555,39617,168757,lexicase,50%,classification,1178
0.71,69,0.7733333,69,168757,lexicase,50%,classification,1168
0.6891892,774,0.72809666,781,359954,lexicase,50%,classification,1080
0.8695652,22156,0.8938907,11586,146818,lexicase,50%,classification,1060
0.6486486,632,0.70090634,404,359954,lexicase,50%,classification,1090
0.884058,767,0.88102895,449,146818,lexicase,50%,classification,1039
0.9246575,70892,0.93292683,39882,359958,lexicase,50%,classification,1268
0.5810811,28879,0.5641026,13879,359959,lexicase,50%,classification,1282
0.8490566,169,0.8947368,169,359956,lexicase,50%,classification,1198
0.85507244,5765,0.89067525,3005,146818,lexicase,50%,classification,1040
0.8,58,0.78444445,58,168757,lexicase,50%,classification,1153
0.73,5203,0.7777778,5203,168757,lexicase,50%,classification,1172
0.8720379,4,0.8693361,4,359962,lexicase,50%,classification,1452
0.8436019,8,0.8746048,8,359962,lexicase,50%,classification,1454
0.84705883,344,0.86351705,191,190146,lexicase,50%,classification,1144
0.6621622,231,0.6978852,231,359954,lexicase,50%,classification,1078
0.7027027,226,0.70090634,196,359954,lexicase,50%,classification,1089
0.7733333,19186,0.8130564,10336,359955,lexicase,50%,classification,1100
0.5067568,40651,0.57164407,19891,359959,lexicase,50%,classification,1272
0.73333335,1118,0.8338279,1118,359955,lexicase,50%,classification,1107
0.8767123,1379,0.9359756,1379,359958,lexicase,50%,classification,1254
0.5675676,193671,0.586727,99101,359959,lexicase,50%,classification,1287
0.8405797,11691,0.90996784,6491,146818,lexicase,50%,classification,1037
1.0,290,1.0,290,359960,lexicase,50%,classification,1373
0.70469797,23402,0.6272455,23402,2073,lexicase,50%,classification,1307
0.64,63,0.7688889,63,168757,lexicase,50%,classification,1175
0.884058,7851,0.8971061,3671,146818,lexicase,50%,classification,1049
0.87058824,768,0.8503937,768,190146,lexicase,50%,classification,1150
0.73333335,400,0.81602377,400,359955,lexicase,50%,classification,1097
0.9041096,906,0.94359756,906,359958,lexicase,50%,classification,1264
0.83589745,197411,0.7857961,156191,168784,lexicase,50%,classification,1413
0.9041096,2040,0.9481707,2040,359958,lexicase,50%,classification,1269
0.8051282,84113,0.80183274,58181,168784,lexicase,50%,classification,1418
1.0,1804,1.0,1804,359960,lexicase,50%,classification,1376
0.8578199,57411,0.8630137,26751,359962,lexicase,50%,classification,1473
0.5540541,31471,0.5852187,14621,359959,lexicase,50%,classification,1299
0.76,2026,0.79821956,2026,359955,lexicase,50%,classification,1113
0.85882354,433,0.84514433,433,190146,lexicase,50%,classification,1147
0.8695652,25327,0.8971061,13747,146818,lexicase,50%,classification,1045
0.8490566,126601,0.92105263,104761,359956,lexicase,20%,classification,1686
0.884058,386,0.888,296,146818,lexicase,20%,classification,1539
0.6081081,16241,0.7443609,13151,359954,lexicase,20%,classification,1584
1.0,146,1.0,146,359960,lexicase,20%,classification,1887
0.7589744,411961,0.81142855,348331,168784,lexicase,20%,classification,1903
0.8773585,852,0.9368421,852,359956,lexicase,20%,classification,1689
0.68456376,121501,0.64044946,101511,2073,lexicase,20%,classification,1827
0.6013514,1816,0.60754716,1815,359959,lexicase,20%,classification,1773
0.5405405,977,0.60754716,977,359959,lexicase,20%,classification,1799
1.0,124,1.0,124,359960,lexicase,20%,classification,1863
0.77,11571,0.81666666,9171,168757,lexicase,20%,classification,1671
0.8584906,325,0.91052634,270,359956,lexicase,20%,classification,1698
0.8490566,12651,0.8894737,11491,359956,lexicase,20%,classification,1705
0.84102565,417841,0.82857144,343221,168784,lexicase,20%,classification,1914
0.86986303,212,0.9429658,212,359958,lexicase,20%,classification,1763
0.8773585,1772,0.9526316,1772,359956,lexicase,20%,classification,1699
0.8102564,264421,0.84,217131,168784,lexicase,20%,classification,1912
0.8835617,860,0.9657795,860,359958,lexicase,20%,classification,1749
0.73,363,0.8055556,348,168757,lexicase,20%,classification,1673
0.74,88951,0.81666666,72381,168757,lexicase,20%,classification,1651
0.7830189,5,0.93157893,5,359956,lexicase,20%,classification,1710
0.5405405,566,0.6226415,446,359959,lexicase,20%,classification,1775
0.6756757,979,0.7894737,979,359954,lexicase,20%,classification,1566
0.8483412,13121,0.8736842,10531,359962,lexicase,20%,classification,1967
0.7866667,357,0.837037,297,359955,lexicase,20%,classification,1594
0.8405797,9926,0.912,8296,146818,lexicase,20%,classification,1552
0.8102564,556901,0.8142857,447811,168784,lexicase,20%,classification,1896
0.8767123,261,0.95437264,219,359958,lexicase,20%,classification,1770
0.8862559,2627,0.88684213,2627,359962,lexicase,20%,classification,1953
0.8153846,238261,0.82857144,219941,168784,lexicase,20%,classification,1900
0.72,110,0.8296296,107,359955,lexicase,20%,classification,1603
0.7866667,2302,0.8296296,1572,359955,lexicase,20%,classification,1597
0.6351351,21581,0.7744361,17551,359954,lexicase,20%,classification,1590
0.8405797,208,0.936,208,146818,lexicase,20%,classification,1549
0.9041096,82191,0.9657795,66981,359958,lexicase,20%,classification,1759
0.8,115671,0.85555553,95221,168757,lexicase,20%,classification,1669
0.85507244,2,0.928,2,146818,lexicase,20%,classification,1544
0.88235295,506,0.9346405,506,190146,lexicase,20%,classification,1647
0.88235295,687,0.9150327,687,190146,lexicase,20%,classification,1649
1.0,396,1.0,396,359960,lexicase,20%,classification,1883
0.6510067,87701,0.65543073,69731,2073,lexicase,20%,classification,1808
0.6621622,456,0.7443609,496,359954,lexicase,20%,classification,1561
0.8396226,28041,0.91052634,25501,359956,lexicase,20%,classification,1684
1.0,317,1.0,249,359960,lexicase,20%,classification,1861
1.0,106,1.0,106,359960,lexicase,20%,classification,1869
0.82464457,656,0.9,654,359962,lexicase,20%,classification,1966
0.72,7,0.7925926,7,359955,lexicase,20%,classification,1615
0.5771812,124411,0.6292135,101451,2073,lexicase,20%,classification,1825
0.6216216,2111,0.7819549,2110,359954,lexicase,20%,classification,1573
0.91780823,228,0.9657795,228,359958,lexicase,20%,classification,1769
0.9109589,940,0.95437264,940,359958,lexicase,20%,classification,1752
0.71,1683,0.82222223,1683,168757,lexicase,20%,classification,1658
0.76,5,0.8148148,6,359955,lexicase,20%,classification,1617
1.0,123,1.0,123,359960,lexicase,20%,classification,1880
0.5337838,189,0.6339623,190,359959,lexicase,20%,classification,1792
1.0,395,1.0,395,359960,lexicase,20%,classification,1872
0.67,19901,0.8,17781,168757,lexicase,20%,classification,1661
0.5945946,934,0.58867925,934,359959,lexicase,20%,classification,1783
0.72,1441,0.8277778,1441,168757,lexicase,20%,classification,1676
0.6979866,449431,0.6292135,353341,2073,lexicase,20%,classification,1829
0.7733333,68191,0.8666667,57791,359955,lexicase,20%,classification,1618
0.8695652,456,0.928,306,146818,lexicase,20%,classification,1555
0.87677723,631,0.8763158,517,359962,lexicase,20%,classification,1980
0.68456376,62696,0.6292135,50746,2073,lexicase,20%,classification,1828
0.6081081,778,0.6415094,778,359959,lexicase,20%,classification,1791
0.74666667,2,0.8148148,2,359955,lexicase,20%,classification,1596
0.89041096,21741,0.9695817,19781,359958,lexicase,20%,classification,1753
0.85882354,795,0.8888889,795,190146,lexicase,20%,classification,1623
0.82608694,2300,0.944,2301,146818,lexicase,20%,classification,1559
0.5337838,35111,0.5584906,28641,359959,lexicase,20%,classification,1796
0.6308725,114721,0.6292135,80601,2073,lexicase,20%,classification,1813
0.884058,1346,0.944,1026,146818,lexicase,20%,classification,1531
0.8530806,744,0.8894737,744,359962,lexicase,20%,classification,1974
0.6351351,1853,0.7669173,1853,359954,lexicase,20%,classification,1581
0.9109589,14191,0.95437264,11816,359958,lexicase,20%,classification,1743
0.7794872,348101,0.84,303941,168784,lexicase,20%,classification,1919
1.0,202,1.0,202,359960,lexicase,20%,classification,1870
0.5810811,2677,0.61886793,2623,359959,lexicase,20%,classification,1793
0.6107383,124666,0.6441948,102276,2073,lexicase,20%,classification,1804
0.8301887,40841,0.9263158,33791,359956,lexicase,20%,classification,1687
0.8561644,1461,0.95437264,1459,359958,lexicase,20%,classification,1767
0.88235295,603,0.90849674,603,190146,lexicase,20%,classification,1632
0.82564104,385241,0.81714284,314481,168784,lexicase,20%,classification,1893
0.884058,30266,0.944,24556,146818,lexicase,20%,classification,1532
0.87677723,6257,0.8894737,5111,359962,lexicase,20%,classification,1965
0.5337838,30745,0.5962264,27667,359959,lexicase,20%,classification,1787
0.7733333,934,0.84444445,934,359955,lexicase,20%,classification,1612
0.8720379,3179,0.8947368,2561,359962,lexicase,20%,classification,1973
0.6621622,2125,0.7293233,2125,359954,lexicase,20%,classification,1565
0.8490566,765,0.94210523,765,359956,lexicase,20%,classification,1702
0.8672986,4,0.8815789,4,359962,lexicase,20%,classification,1977
0.7162162,231,0.7443609,231,359954,lexicase,20%,classification,1569
0.75,480,0.87222224,480,168757,lexicase,20%,classification,1659
0.84705883,30501,0.9019608,28171,190146,lexicase,20%,classification,1624
0.5608108,43687,0.5509434,34573,359959,lexicase,20%,classification,1778
0.8113208,6071,0.9157895,4801,359956,lexicase,20%,classification,1694
0.8672986,3215,0.8842105,2819,359962,lexicase,20%,classification,1968
0.8679245,56341,0.92105263,45521,359956,lexicase,20%,classification,1708
0.74666667,670,0.837037,670,359955,lexicase,20%,classification,1591
0.71,4901,0.85,4901,168757,lexicase,20%,classification,1670
0.8679245,2,0.91052634,2,359956,lexicase,20%,classification,1707
0.8490566,1166,0.91052634,1166,359956,lexicase,20%,classification,1682
0.81042653,2711,0.8894737,2711,359962,lexicase,20%,classification,1978
0.6756757,689,0.7669173,685,359954,lexicase,20%,classification,1570
0.8490566,1729,0.91052634,1729,359956,lexicase,20%,classification,1709
1.0,106,1.0,106,359960,lexicase,20%,classification,1862
0.884058,2129,0.944,2129,146818,lexicase,20%,classification,1556
0.5405405,52371,0.61509436,42981,359959,lexicase,20%,classification,1780
0.7,1059,0.81666666,1059,168757,lexicase,20%,classification,1668
0.8835617,22821,0.94676805,17611,359958,lexicase,20%,classification,1741
0.5405405,190381,0.5962264,149021,359959,lexicase,20%,classification,1771
0.8102564,448171,0.84,359131,168784,lexicase,20%,classification,1905
0.5675676,7009,0.5962264,7009,359959,lexicase,20%,classification,1788
0.6216216,215731,0.7669173,181651,359954,lexicase,20%,classification,1574
0.68456376,154542,0.670412,125642,2073,lexicase,20%,classification,1805
0.72,653,0.8518519,653,359955,lexicase,20%,classification,1607
0.8679245,441,0.9368421,441,359956,lexicase,20%,classification,1704
0.68456376,281021,0.6741573,266901,2073,lexicase,20%,classification,1802
0.89855075,421,0.936,421,146818,lexicase,20%,classification,1534
0.8235294,1048,0.9281046,1048,190146,lexicase,20%,classification,1644
0.84246576,180881,0.95057034,127601,359958,lexicase,20%,classification,1744
0.82564104,87671,0.8314286,77315,168784,lexicase,20%,classification,1895
1.0,459,1.0,382,359960,lexicase,20%,classification,1868
0.5743243,1793,0.6226415,1793,359959,lexicase,20%,classification,1779
0.87058824,1987,0.88235295,1987,190146,lexicase,20%,classification,1635
0.79,2,0.8333333,2,168757,lexicase,20%,classification,1654
0.67785233,126891,0.65917605,100111,2073,lexicase,20%,classification,1817
0.8051282,366841,0.8428571,297611,168784,lexicase,20%,classification,1916
0.6148649,10,0.6,10,359959,lexicase,20%,classification,1774
0.5540541,5937,0.58867925,5937,359959,lexicase,20%,classification,1786
0.77,2717,0.76666665,2147,168757,lexicase,20%,classification,1652
0.67114097,157271,0.6329588,127571,2073,lexicase,20%,classification,1822
0.6216216,29791,0.7593985,24221,359954,lexicase,20%,classification,1580
0.5608108,50,0.61132073,50,359959,lexicase,20%,classification,1794
0.8720379,358531,0.8842105,290881,359962,lexicase,20%,classification,1961
0.89855075,39131,0.952,33431,146818,lexicase,20%,classification,1543
1.0,128,1.0,128,359960,lexicase,20%,classification,1874
0.6351351,4466,0.71428573,3616,359954,lexicase,20%,classification,1589
0.71014494,19901,0.976,9131,146818,lexicase,20%,classification,1540
0.91780823,116171,0.9657795,93881,359958,lexicase,20%,classification,1747
0.74,5,0.8055556,5,168757,lexicase,20%,classification,1674
0.84705883,358,0.90849674,303,190146,lexicase,20%,classification,1648
0.8630137,1307,0.9429658,995,359958,lexicase,20%,classification,1766
0.87058824,1925,0.9281046,1926,190146,lexicase,20%,classification,1621
0.8578199,2956,0.8789474,2951,359962,lexicase,20%,classification,1976
0.8530806,1301,0.88684213,1301,359962,lexicase,20%,classification,1962
0.82564104,483801,0.8257143,410961,168784,lexicase,20%,classification,1906
0.58389264,364,0.6516854,368,2073,lexicase,20%,classification,1830
0.9041096,15751,0.9429658,12811,359958,lexicase,20%,classification,1757
0.6216216,866,0.71428573,726,359954,lexicase,20%,classification,1588
1.0,629,1.0,485,359960,lexicase,20%,classification,1877
1.0,139,1.0,139,359960,lexicase,20%,classification,1873
0.6013514,64,0.5962264,64,359959,lexicase,20%,classification,1800
0.99421966,262,1.0,217,359960,lexicase,20%,classification,1888
0.7692308,741321,0.79714286,609821,168784,lexicase,20%,classification,1908
0.8672986,10979,0.8789474,9131,359962,lexicase,20%,classification,1955
0.82564104,325811,0.8314286,272141,168784,lexicase,20%,classification,1902
0.8293839,3,0.9,3,359962,lexicase,20%,classification,1960
0.6486486,32766,0.7293233,26576,359954,lexicase,20%,classification,1571
0.8584906,330,0.9263158,330,359956,lexicase,20%,classification,1683
0.8153846,179251,0.82285714,168431,168784,lexicase,20%,classification,1920
0.66442955,163351,0.670412,132341,2073,lexicase,20%,classification,1806
0.87677723,3629,0.89736843,3683,359962,lexicase,20%,classification,1951
0.8301887,67211,0.93157893,55751,359956,lexicase,20%,classification,1685
0.5945946,602,0.5773585,602,359959,lexicase,20%,classification,1797
0.9041096,254,0.9695817,254,359958,lexicase,20%,classification,1751
0.6621622,509,0.7669173,509,359954,lexicase,20%,classification,1576
0.90588236,345,0.88235295,345,190146,lexicase,20%,classification,1650
0.5337838,239571,0.6264151,192191,359959,lexicase,20%,classification,1790
0.8436019,25861,0.88684213,19741,359962,lexicase,20%,classification,1952
0.8862559,46876,0.8894737,38726,359962,lexicase,20%,classification,1963
0.6533333,32,0.8888889,32,359955,lexicase,20%,classification,1619
0.982659,291,1.0,221,359960,lexicase,20%,classification,1886
1.0,156,1.0,156,359960,lexicase,20%,classification,1879
0.6510067,253302,0.65917605,233982,2073,lexicase,20%,classification,1801
0.8773585,6311,0.9263158,4871,359956,lexicase,20%,classification,1706
0.82564104,335986,0.82857144,282701,168784,lexicase,20%,classification,1894
0.8835617,329,0.9429658,328,359958,lexicase,20%,classification,1765
0.76,5686,0.82222223,4851,168757,lexicase,20%,classification,1666
0.87058824,232,0.88235295,232,190146,lexicase,20%,classification,1626
1.0,317,1.0,257,359960,lexicase,20%,classification,1881
0.67114097,38941,0.67790264,31241,2073,lexicase,20%,classification,1816
0.83886254,3,0.8815789,3,359962,lexicase,20%,classification,1972
0.6351351,88486,0.7293233,72386,359954,lexicase,20%,classification,1577
0.6442953,283481,0.66292137,234151,2073,lexicase,20%,classification,1815
0.67114097,322181,0.66292137,259701,2073,lexicase,20%,classification,1814
0.76,65491,0.8666667,51491,168757,lexicase,20%,classification,1678
0.62666667,7,0.8518519,7,359955,lexicase,20%,classification,1620
