testing_performance,testing_complexity,training_performance,training_complexity,task_id,selection,split,task_type,seed
0.884058,4351,0.96825397,3801,146818,lexicase,10%,classification,2036
1.0,128,1.0,128,359960,lexicase,10%,classification,2361
0.6510067,2,0.6791045,2,2073,lexicase,10%,classification,2330
0.68115944,969,0.96825397,969,146818,lexicase,10%,classification,2033
0.8835617,406,0.97727275,406,359958,lexicase,10%,classification,2269
0.85882354,349,0.96103895,326,190146,lexicase,10%,classification,2148
0.8679245,5681,0.9368421,5681,359956,lexicase,10%,classification,2196
0.71,946,0.8666667,886,168757,lexicase,10%,classification,2166
0.83589745,439981,0.9028571,410481,168784,lexicase,10%,classification,2393
0.6577181,246492,0.6865672,223492,2073,lexicase,10%,classification,2321
0.7794872,128986,0.81142855,118726,168784,lexicase,10%,classification,2401
0.8630137,468,0.969697,468,359958,lexicase,10%,classification,2253
0.89855075,3,1.0,3,146818,lexicase,10%,classification,2055
1.0,88,1.0,88,359960,lexicase,10%,classification,2384
0.8113208,1611,0.94736844,1581,359956,lexicase,10%,classification,2182
0.91780823,84461,0.9621212,79781,359958,lexicase,10%,classification,2248
0.5945946,2827,0.69924814,2587,359959,lexicase,10%,classification,2288
0.6891892,47161,0.8208955,45381,359954,lexicase,10%,classification,2068
0.66442955,365011,0.69402987,330341,2073,lexicase,10%,classification,2314
0.9884393,59,1.0,59,359960,lexicase,10%,classification,2387
0.8153846,552771,0.85714287,520771,168784,lexicase,10%,classification,2411
0.6891892,51636,0.86567163,48716,359954,lexicase,10%,classification,2080
0.8396226,2,0.95789474,2,359956,lexicase,10%,classification,2207
0.87677723,45326,0.9052632,40226,359962,lexicase,10%,classification,2472
0.8113208,6,0.9263158,6,359956,lexicase,10%,classification,2199
0.6442953,71951,0.69402987,65491,2073,lexicase,10%,classification,2311
0.8151659,159,0.9263158,159,359962,lexicase,10%,classification,2476
0.5405405,913,0.60902256,913,359959,lexicase,10%,classification,2278
0.6577181,212441,0.64179105,203381,2073,lexicase,10%,classification,2323
0.8720379,5105,0.91052634,5105,359962,lexicase,10%,classification,2458
0.7733333,992,0.85294116,991,359955,lexicase,10%,classification,2111
1.0,65,1.0,66,359960,lexicase,10%,classification,2371
0.5302013,372083,0.6791045,339197,2073,lexicase,10%,classification,2325
0.8436019,8131,0.94736844,7331,359962,lexicase,10%,classification,2452
0.85882354,353,0.9350649,321,190146,lexicase,10%,classification,2145
0.5472973,54591,0.68421054,50901,359959,lexicase,10%,classification,2285
1.0,143,1.0,143,359960,lexicase,10%,classification,2379
0.7641026,241096,0.8857143,219096,168784,lexicase,10%,classification,2408
0.7529412,1899,0.9350649,1899,190146,lexicase,10%,classification,2150
0.87058824,153,0.9480519,152,190146,lexicase,10%,classification,2141
0.73,8193,0.87777776,8193,168757,lexicase,10%,classification,2180
0.8301887,24041,0.9263158,21521,359956,lexicase,10%,classification,2197
0.4189189,1032,0.59398496,944,359959,lexicase,10%,classification,2271
0.49324325,53911,0.6917293,49811,359959,lexicase,10%,classification,2274
0.90588236,2889,0.96103895,2889,190146,lexicase,10%,classification,2134
0.4864865,7,0.7293233,7,359959,lexicase,10%,classification,2292
0.73333335,536,0.85294116,466,359955,lexicase,10%,classification,2118
0.8301887,586,0.9263158,560,359956,lexicase,10%,classification,2206
0.7264151,576,0.8736842,626,359956,lexicase,10%,classification,2209
0.9653179,25,1.0,25,359960,lexicase,10%,classification,2390
0.6,287,0.86764705,249,359955,lexicase,10%,classification,2099
0.72,230,0.86764705,202,359955,lexicase,10%,classification,2112
1.0,155,1.0,155,359960,lexicase,10%,classification,2368
0.6756757,35296,0.8955224,32316,359954,lexicase,10%,classification,2090
0.8301887,444,0.95789474,444,359956,lexicase,10%,classification,2186
0.8835617,132941,0.9848485,123821,359958,lexicase,10%,classification,2251
0.76,47021,0.85294116,41841,359955,lexicase,10%,classification,2101
0.8115942,4417,0.95238096,4417,146818,lexicase,10%,classification,2059
0.8962264,275,0.94736844,275,359956,lexicase,10%,classification,2205
0.8483412,1492,0.9157895,1495,359962,lexicase,10%,classification,2455
0.85882354,326,0.90909094,326,190146,lexicase,10%,classification,2132
0.8235294,403,0.9350649,370,190146,lexicase,10%,classification,2139
0.8235294,59,0.9350649,59,190146,lexicase,10%,classification,2140
0.87677723,508,0.8842105,508,359962,lexicase,10%,classification,2457
1.0,377,0.92214286,73,359960,tournament,90%,classification,3375
0.884058,27746,0.881932,3786,146818,tournament,90%,classification,3041
0.72,1457,0.7567901,1457,168757,tournament,90%,classification,3152
0.99421966,260,0.91071427,55,359960,tournament,90%,classification,3385
0.89726025,1016,0.9093988,1016,359958,tournament,90%,classification,3265
0.9246575,22,0.90516514,22,359958,tournament,90%,classification,3269
0.6442953,161,0.578203,145,2073,tournament,90%,classification,3324
0.5067568,12637,0.5716681,7315,359959,tournament,90%,classification,3291
0.74666667,810,0.80363035,810,359955,tournament,90%,classification,3113
0.6756757,95647,0.62583894,13357,359954,tournament,90%,classification,3074
0.91780823,2305,0.91024554,2305,359958,tournament,90%,classification,3259
0.9109589,85,0.9077053,77,359958,tournament,90%,classification,3258
0.8695652,1569,0.8801431,1459,146818,tournament,90%,classification,3054
0.87058824,785,0.7518248,785,190146,tournament,90%,classification,3136
0.73,2593,0.74444443,2593,168757,tournament,90%,classification,3166
0.8,787301,0.69592875,109731,168784,tournament,90%,classification,3410
0.83886254,2,0.85722643,2,359962,tournament,90%,classification,3470
0.72,13,0.7432099,13,168757,tournament,90%,classification,3172
0.8584906,1065,0.8561404,1064,359956,tournament,90%,classification,3206
0.76,5,0.7986799,5,359955,tournament,90%,classification,3094
0.8767123,20,0.9000847,20,359958,tournament,90%,classification,3267
0.5675676,2881,0.5532272,2881,359959,tournament,90%,classification,3294
0.9132948,99,0.92214286,99,359960,tournament,90%,classification,3383
0.6216216,508,0.549036,508,359959,tournament,90%,classification,3295
0.7,1096,0.74691355,8446,168757,tournament,90%,classification,3162
0.8341232,23,0.8624927,23,359962,tournament,90%,classification,3468
0.8207547,269601,0.8538012,30891,359956,tournament,90%,classification,3208
0.8207547,28,0.8374269,27,359956,tournament,90%,classification,3200
0.8483412,12,0.8630778,12,359962,tournament,90%,classification,3460
0.7058824,66,0.7649635,66,190146,tournament,90%,classification,3150
0.74666667,316,0.8019802,36,359955,tournament,90%,classification,3120
0.527027,56031,0.55658007,4421,359959,tournament,90%,classification,3271
0.8483412,2,0.8624927,2,359962,tournament,90%,classification,3473
0.78,2,0.75061727,2,168757,tournament,90%,classification,3157
0.8018868,22,0.84678364,22,359956,tournament,90%,classification,3195
0.85507244,5,0.87298745,5,146818,tournament,90%,classification,3038
0.6216216,7606,0.59563756,181,359954,tournament,90%,classification,3087
0.6621622,356,0.58557045,56,359954,tournament,90%,classification,3068
0.8483412,3,0.8613224,3,359962,tournament,90%,classification,3458
0.9041096,4977,0.9043184,4977,359958,tournament,90%,classification,3249
0.76,51,0.7953795,51,359955,tournament,90%,classification,3092
0.8405797,16591,0.8694097,3041,146818,tournament,90%,classification,3036
0.85507244,59671,0.8765653,5191,146818,tournament,90%,classification,3040
0.5743243,97,0.5515507,97,359959,tournament,90%,classification,3287
0.6756757,114101,0.6208054,13491,359954,tournament,90%,classification,3063
0.9479769,741,0.94857144,741,359960,tournament,90%,classification,3363
0.6081081,39461,0.6006711,6521,359954,tournament,90%,classification,3083
0.73333335,51,0.8052805,51,359955,tournament,90%,classification,3106
1.0,827,0.9235714,827,359960,tournament,90%,classification,3389
0.6891892,92356,0.6291946,12106,359954,tournament,90%,classification,3077
0.91780823,678,0.9110923,678,359958,tournament,90%,classification,3250
0.8207547,130,0.84210527,130,359956,tournament,90%,classification,3210
0.7294118,56,0.75620437,68,190146,tournament,90%,classification,3141
0.8867925,134971,0.8561404,17781,359956,tournament,90%,classification,3204
0.74666667,3,0.80363035,3,359955,tournament,90%,classification,3104
0.6792453,20,0.8701754,40,359956,tournament,90%,classification,3192
0.8530806,23,0.8654184,23,359962,tournament,90%,classification,3462
0.884058,52,0.8765653,52,146818,tournament,90%,classification,3052
0.8490566,1127,0.85263157,1127,359956,tournament,90%,classification,3199
0.8483412,19,0.86366296,19,359962,tournament,90%,classification,3480
0.85507244,5,0.86583185,5,146818,tournament,90%,classification,3044
0.7647059,1445,0.7693431,1445,190146,tournament,90%,classification,3144
0.8773585,1593,0.851462,1593,359956,tournament,90%,classification,3191
0.6351351,1265,0.55574185,1265,359959,tournament,90%,classification,3284
0.6891892,157031,0.63422817,19171,359954,tournament,90%,classification,3064
0.8483412,3,0.85898185,3,359962,tournament,90%,classification,3478
0.8786127,37,0.9242857,33,359960,tournament,90%,classification,3387
0.8490566,1399,0.8608187,1398,359956,tournament,90%,classification,3209
0.8695652,71046,0.881932,7556,146818,tournament,90%,classification,3060
0.86255926,2,0.8601521,2,359962,tournament,90%,classification,3456
0.73333335,7,0.79372936,7,359955,tournament,90%,classification,3099
0.9041096,16866,0.9068586,2176,359958,tournament,90%,classification,3262
0.9109589,20,0.9170195,20,359958,tournament,90%,classification,3257
0.6351351,138381,0.6006711,16581,359954,tournament,90%,classification,3080
0.67114097,71,0.58402663,64,2073,tournament,90%,classification,3318
0.5754717,377,0.85497075,38,359956,tournament,90%,classification,3190
0.77,80561,0.754321,8271,168757,tournament,90%,classification,3178
0.79,182161,0.7567901,17971,168757,tournament,90%,classification,3180
0.89855075,22592,0.8711986,2332,146818,tournament,90%,classification,3057
0.8436019,2,0.85781157,2,359962,tournament,90%,classification,3464
0.83076924,436971,0.71755725,61471,168784,tournament,90%,classification,3402
0.8207547,22,0.8538012,22,359956,tournament,90%,classification,3202
0.85882354,1483,0.7810219,1483,190146,tournament,90%,classification,3147
0.8235294,1276,0.73722625,1276,190146,tournament,90%,classification,3138
0.8,192411,0.72391856,22401,168784,tournament,90%,classification,3418
0.8207547,346,0.8608187,41,359956,tournament,90%,classification,3181
0.6756757,244411,0.6006711,26761,359954,tournament,90%,classification,3085
0.6912752,531,0.5765391,478,2073,tournament,90%,classification,3326
0.9537572,591,0.9457143,591,359960,tournament,90%,classification,3368
0.8490566,2,0.8502924,2,359956,tournament,90%,classification,3182
0.8117647,77,0.74452555,65,190146,tournament,90%,classification,3142
0.89726025,662,0.9068586,662,359958,tournament,90%,classification,3268
0.91780823,2,0.91024554,2,359958,tournament,90%,classification,3263
0.6351351,112771,0.6493289,15391,359954,tournament,90%,classification,3069
0.884058,22547,0.87477636,2627,146818,tournament,90%,classification,3048
0.99421966,115,0.9042857,115,359960,tournament,90%,classification,3369
0.73,24431,0.75185186,5111,168757,tournament,90%,classification,3159
0.74666667,934,0.7970297,933,359955,tournament,90%,classification,3116
0.8695652,32351,0.8801431,4351,146818,tournament,90%,classification,3032
0.5202703,145661,0.56496227,16011,359959,tournament,90%,classification,3279
0.74666667,180,0.8019802,180,359955,tournament,90%,classification,3114
0.7114094,393521,0.5732113,40911,2073,tournament,90%,classification,3304
0.6621622,47726,0.6107383,4946,359954,tournament,90%,classification,3076
0.9653179,233,0.9342857,58,359960,tournament,90%,classification,3371
0.87058824,1437,0.76788324,1437,190146,tournament,90%,classification,3132
0.72483224,216101,0.57737106,23281,2073,tournament,90%,classification,3321
0.6081081,376,0.5889262,181,359954,tournament,90%,classification,3088
0.99421966,2472,0.91642857,2472,359960,tournament,90%,classification,3380
0.9109589,29076,0.9077053,3756,359958,tournament,90%,classification,3254
0.85882354,2005,0.7518248,2005,190146,tournament,90%,classification,3145
0.69,20,0.74938273,20,168757,tournament,90%,classification,3161
0.8207547,2,0.84327483,2,359956,tournament,90%,classification,3185
0.5743243,4861,0.54568315,4861,359959,tournament,90%,classification,3293
0.884058,5,0.881932,5,146818,tournament,90%,classification,3053
1.0,307,0.91714287,66,359960,tournament,90%,classification,3362
0.8483412,5,0.85898185,5,359962,tournament,90%,classification,3457
0.85507244,7,0.8694097,7,146818,tournament,90%,classification,3058
0.6621622,199221,0.6107383,23681,359954,tournament,90%,classification,3078
1.0,1689,0.93357146,1689,359960,tournament,90%,classification,3390
0.8235294,70,0.76058394,43,190146,tournament,90%,classification,3127
0.76811594,34976,0.8801431,2096,146818,tournament,90%,classification,3050
0.7733333,51,0.80363035,51,359955,tournament,90%,classification,3109
0.9041096,71741,0.9009314,7461,359958,tournament,90%,classification,3253
0.87058824,2359,0.75036496,2359,190146,tournament,90%,classification,3134
0.7948718,571621,0.7226463,76561,168784,tournament,90%,classification,3420
0.7411765,1025,0.77226275,1025,190146,tournament,90%,classification,3121
0.8,507561,0.7194657,66731,168784,tournament,90%,classification,3411
0.91780823,631,0.9093988,631,359958,tournament,90%,classification,3244
0.78,82921,0.754321,9291,168757,tournament,90%,classification,3167
0.7027027,305901,0.63422817,30276,359954,tournament,90%,classification,3071
0.9130435,10421,0.87298745,1311,146818,tournament,90%,classification,3034
0.7692308,515021,0.72137403,62251,168784,tournament,90%,classification,3419
0.60402685,71,0.56905156,64,2073,tournament,90%,classification,3325
0.8483412,19,0.86366296,19,359962,tournament,90%,classification,3474
0.590604,361,0.57237935,325,2073,tournament,90%,classification,3310
0.8352941,1445,0.7416058,1445,190146,tournament,90%,classification,3124
0.67114097,14,0.5524126,14,2073,tournament,90%,classification,3307
0.982659,507,0.9307143,507,359960,tournament,90%,classification,3361
1.0,312,0.89928573,69,359960,tournament,90%,classification,3386
0.5405405,3043,0.5549036,571,359959,tournament,90%,classification,3299
0.7882353,62,0.7547445,65,190146,tournament,90%,classification,3129
1.0,814,0.91785717,814,359960,tournament,90%,classification,3365
0.8483412,2,0.86073726,2,359962,tournament,90%,classification,3452
0.76,2737,0.7970297,2737,359955,tournament,90%,classification,3098
0.8584906,1838,0.8596491,1838,359956,tournament,90%,classification,3197
0.85882354,354,0.7430657,60,190146,tournament,90%,classification,3143
0.74,213,0.74814814,216,168757,tournament,90%,classification,3151
0.6756757,178831,0.60402685,24411,359954,tournament,90%,classification,3067
0.5675676,2,0.55658007,2,359959,tournament,90%,classification,3296
0.76,800,0.8019802,800,359955,tournament,90%,classification,3096
0.82051283,180302,0.6965649,25242,168784,tournament,90%,classification,3415
0.76811594,7,0.8711986,7,146818,tournament,90%,classification,3046
0.982659,832,0.915,832,359960,tournament,90%,classification,3364
0.9109589,28,0.911939,30,359958,tournament,90%,classification,3261
0.5878378,12511,0.5616094,8767,359959,tournament,90%,classification,3290
0.67114097,181,0.57154745,163,2073,tournament,90%,classification,3303
0.6756757,65561,0.60738254,8311,359954,tournament,90%,classification,3089
0.85882354,1445,0.75036496,1297,190146,tournament,90%,classification,3133
0.8051282,460811,0.68384224,59851,168784,tournament,90%,classification,3416
0.66442955,337251,0.5823627,33641,2073,tournament,90%,classification,3306
0.76,1030,0.8052805,1030,359955,tournament,90%,classification,3117
0.5608108,11947,0.5590947,2905,359959,tournament,90%,classification,3285
0.7647059,62,0.73868614,62,190146,tournament,90%,classification,3131
0.76,4842,0.7395062,3522,168757,tournament,90%,classification,3164
0.5608108,9541,0.5574183,2479,359959,tournament,90%,classification,3274
0.590604,12,0.562396,12,2073,tournament,90%,classification,3328
0.5945946,81896,0.5738255,9656,359954,tournament,90%,classification,3090
0.8584906,2,0.8608187,2,359956,tournament,90%,classification,3183
0.8396226,2,0.85263157,2,359956,tournament,90%,classification,3196
0.5945946,36493,0.5616094,2557,359959,tournament,90%,classification,3273
0.5405405,56,0.56077117,66,359959,tournament,90%,classification,3300
0.9479769,201,0.905,58,359960,tournament,90%,classification,3377
0.6621622,60286,0.59731543,7356,359954,tournament,90%,classification,3073
0.87058824,341,0.72700727,48,190146,tournament,90%,classification,3126
0.75,11,0.74444443,11,168757,tournament,90%,classification,3160
0.76,1986,0.80033004,1986,359955,tournament,90%,classification,3097
0.8720379,18481,0.86483324,2311,359962,tournament,90%,classification,3469
0.67114097,71,0.5848586,64,2073,tournament,90%,classification,3316
0.78,49761,0.74691355,5281,168757,tournament,90%,classification,3174
0.5608108,39361,0.5632858,3343,359959,tournament,90%,classification,3298
0.8153846,488691,0.7105598,61221,168784,tournament,90%,classification,3407
0.7,64,0.7395062,65,168757,tournament,90%,classification,3158
0.6216216,48851,0.602349,5851,359954,tournament,90%,classification,3072
0.8,1157,0.77372265,1297,190146,tournament,90%,classification,3149
0.83076924,500121,0.72900766,79791,168784,tournament,90%,classification,3401
0.9246575,2285,0.90855205,2284,359958,tournament,90%,classification,3247
0.6486486,122226,0.61577183,13466,359954,tournament,90%,classification,3070
0.9109589,9,0.90516514,9,359958,tournament,90%,classification,3260
0.91780823,2821,0.9068586,2821,359958,tournament,90%,classification,3246
0.69,32,0.745679,32,168757,tournament,90%,classification,3165
0.8,32,0.75185186,32,168757,tournament,90%,classification,3154
0.74666667,317,0.7953795,35,359955,tournament,90%,classification,3091
0.7536232,6,0.8908766,6,146818,tournament,90%,classification,3033
0.91780823,14,0.90855205,15,359958,tournament,90%,classification,3241
0.8051282,309881,0.7188295,43321,168784,tournament,90%,classification,3406
0.73333335,51,0.8052805,51,359955,tournament,90%,classification,3118
0.9109589,27,0.911939,23,359958,tournament,90%,classification,3270
0.7529412,901,0.76642334,901,190146,tournament,90%,classification,3140
0.7,64,0.73333335,63,168757,tournament,90%,classification,3169
0.8773585,33,0.8643275,32,359956,tournament,90%,classification,3207
0.91780823,66,0.9060119,66,359958,tournament,90%,classification,3266
0.5878378,364,0.5515507,364,359959,tournament,90%,classification,3280
0.8117647,77,0.7489051,73,190146,tournament,90%,classification,3146
0.74666667,22311,0.7986799,2531,359955,tournament,90%,classification,3111
0.9246575,2,0.90177816,2,359958,tournament,90%,classification,3252
0.6756757,105961,0.60402685,12121,359954,tournament,90%,classification,3075
0.88235295,1026,0.7547445,1026,190146,tournament,90%,classification,3122
0.8436019,2,0.86073726,2,359962,tournament,90%,classification,3454
0.8483412,1697,0.8601521,1697,359962,tournament,90%,classification,3471
0.982659,605,0.92285717,605,359960,tournament,90%,classification,3374
0.82564104,424981,0.7283715,63971,168784,tournament,90%,classification,3397
0.8679245,112081,0.851462,14601,359956,tournament,90%,classification,3193
0.77,2672,0.754321,2672,168757,tournament,90%,classification,3170
0.5472973,4401,0.56077117,2011,359959,tournament,90%,classification,3276
0.8051282,222151,0.7188295,29301,168784,tournament,90%,classification,3403
0.6621622,90756,0.6006711,10776,359954,tournament,90%,classification,3061
0.8672986,2,0.8613224,2,359962,tournament,90%,classification,3459
0.8483412,19,0.8583967,19,359962,tournament,90%,classification,3467
0.8102564,526501,0.6952926,69821,168784,tournament,90%,classification,3399
0.8483412,2,0.85781157,2,359962,tournament,90%,classification,3472
0.6756757,68426,0.6191275,9636,359954,tournament,90%,classification,3065
0.6375839,111,0.5790349,82,2073,tournament,90%,classification,3305
0.75,99,0.73703706,99,168757,tournament,90%,classification,3153
0.6013514,55,0.56077117,55,359959,tournament,90%,classification,3286
0.61744964,112,0.55740434,101,2073,tournament,90%,classification,3302
0.94219655,237,0.93357146,46,359960,tournament,90%,classification,3388
0.8695652,59741,0.8711986,6751,146818,tournament,90%,classification,3055
0.74,48682,0.73333335,4882,168757,tournament,90%,classification,3175
0.9884393,388,0.93142855,388,359960,tournament,90%,classification,3373
0.84102565,337701,0.7099237,104041,168784,tournament,90%,classification,3408
0.69,2,0.74691355,2,168757,tournament,90%,classification,3176
0.8530806,23302,0.86190754,10012,359962,tournament,90%,classification,3475
0.8695652,32,0.8783542,32,146818,tournament,90%,classification,3049
0.76,7953,0.8069307,7953,359955,tournament,90%,classification,3095
0.76811594,75187,0.8694097,9537,146818,tournament,90%,classification,3047
0.8235294,2,0.7591241,2,190146,tournament,90%,classification,3130
0.8199052,5,0.86073726,5,359962,tournament,90%,classification,3463
0.8578199,1057,0.8613224,1057,359962,tournament,90%,classification,3453
0.66442955,731,0.58985025,727,2073,tournament,90%,classification,3314
0.884058,36786,0.87477636,4136,146818,tournament,90%,classification,3039
0.86255926,104851,0.86073726,9471,359962,tournament,90%,classification,3451
0.8530806,3,0.85898185,3,359962,tournament,90%,classification,3465
1.0,1015,0.9121429,1007,359960,tournament,90%,classification,3384
0.76,1494,0.8052805,1494,359955,tournament,90%,classification,3093
0.6013514,7705,0.55993295,1195,359959,tournament,90%,classification,3289
0.68456376,391,0.5640599,352,2073,tournament,90%,classification,3323
0.9130435,61501,0.8801431,9441,146818,tournament,90%,classification,3037
0.68,8,0.74938273,8,168757,tournament,90%,classification,3168
0.6510067,92,0.5648919,83,2073,tournament,90%,classification,3309
0.74666667,1610,0.8118812,1610,359955,tournament,90%,classification,3100
0.9653179,1247,0.92071426,1249,359960,tournament,90%,classification,3370
0.74,22,0.7580247,22,168757,tournament,90%,classification,3163
0.6486486,141791,0.6208054,16931,359954,tournament,90%,classification,3066
0.5067568,115418,0.5448449,10592,359959,tournament,90%,classification,3288
0.8695652,38151,0.87477636,4521,146818,tournament,90%,classification,3031
0.7846154,259391,0.6851145,72351,168784,tournament,90%,classification,3412
0.82051283,555331,0.71183205,78171,168784,tournament,90%,classification,3395
0.6148649,8365,0.5448449,1585,359959,tournament,90%,classification,3275
0.9479769,238,0.9185714,52,359960,tournament,90%,classification,3366
0.884058,6561,0.8801431,6561,146818,tournament,90%,classification,3059
0.66442955,742,0.57570714,740,2073,tournament,90%,classification,3319
0.84102565,456812,0.71564883,58932,168784,tournament,90%,classification,3393
0.6577181,91,0.5707155,64,2073,tournament,90%,classification,3313
0.6577181,240851,0.5848586,27051,2073,tournament,90%,classification,3308
0.5608108,16031,0.5549036,2601,359959,tournament,90%,classification,3292
0.85507244,53381,0.8694097,6141,146818,tournament,90%,classification,3035
0.9653179,89,0.93,89,359960,tournament,90%,classification,3367
0.72,163,0.74938273,163,168757,tournament,90%,classification,3171
0.6308725,621,0.5732113,559,2073,tournament,90%,classification,3330
0.78,9,0.72839504,9,168757,tournament,90%,classification,3177
0.6621622,87481,0.6208054,8301,359954,tournament,90%,classification,3079
0.5810811,11,0.549036,11,359959,tournament,90%,classification,3283
0.9768786,396,0.9342857,396,359960,tournament,90%,classification,3379
0.8767123,1044,0.91786623,1044,359958,tournament,90%,classification,3243
0.8584906,22,0.85847956,22,359956,tournament,90%,classification,3194
0.7529412,785,0.7620438,785,190146,tournament,90%,classification,3137
0.5945946,83983,0.5666387,8017,359959,tournament,90%,classification,3282
0.8436019,12,0.8601521,12,359962,tournament,90%,classification,3455
0.76,339,0.80363035,33,359955,tournament,90%,classification,3115
0.77,5,0.75555557,5,168757,tournament,90%,classification,3179
0.62416106,583,0.57237935,413,2073,tournament,90%,classification,3327
0.6510067,71,0.55990016,64,2073,tournament,90%,classification,3317
0.6081081,15811,0.61409396,10051,359954,tournament,90%,classification,3084
0.8490566,34,0.84210527,62,359956,tournament,90%,classification,3203
0.6486486,144211,0.6107383,18401,359954,tournament,90%,classification,3062
0.47297296,1981,0.5515507,1981,359959,tournament,90%,classification,3272
0.8584906,818,0.8561404,818,359956,tournament,90%,classification,3201
0.9109589,20,0.90855205,20,359958,tournament,90%,classification,3251
0.8695652,15271,0.8711986,2321,146818,tournament,90%,classification,3056
0.5337838,37631,0.5347862,2861,359959,tournament,90%,classification,3297
0.78,2,0.75555557,2,168757,tournament,90%,classification,3173
0.67785233,302,0.5648919,272,2073,tournament,90%,classification,3311
0.6081081,107971,0.61409396,14951,359954,tournament,90%,classification,3081
0.82051283,26033,0.706743,15083,168784,tournament,90%,classification,3417
0.79710144,5,0.8801431,5,146818,tournament,90%,classification,3042
0.8867925,401,0.86900586,399,359956,tournament,90%,classification,3186
0.76,131,0.8052805,131,359955,tournament,90%,classification,3105
0.7897436,408631,0.7048346,52371,168784,tournament,90%,classification,3394
0.982659,794,0.9357143,794,359960,tournament,90%,classification,3372
0.9653179,24351,0.9235714,10561,359960,tournament,90%,classification,3376
0.89041096,86,0.90855205,86,359958,tournament,90%,classification,3242
0.6442953,1063,0.5765391,106,2073,tournament,90%,classification,3320
0.7948718,370621,0.67748094,48101,168784,tournament,90%,classification,3409
0.6510067,621,0.5790349,559,2073,tournament,90%,classification,3322
0.74666667,656,0.8069307,656,359955,tournament,90%,classification,3101
0.8235294,1157,0.7547445,1157,190146,tournament,90%,classification,3125
0.8695652,89921,0.8765653,9671,146818,tournament,90%,classification,3045
0.8773585,65651,0.85730994,8211,359956,tournament,90%,classification,3187
0.8102564,276271,0.7035623,34221,168784,tournament,90%,classification,3398
0.8235294,2,0.75620437,2,190146,tournament,90%,classification,3148
0.6577181,241,0.58402663,217,2073,tournament,90%,classification,3329
0.73,2161,0.74938273,2161,168757,tournament,90%,classification,3156
0.9109589,1312,0.9060119,1312,359958,tournament,90%,classification,3264
0.9041096,313,0.9060119,313,359958,tournament,90%,classification,3255
0.8578199,1347,0.8624927,1347,359962,tournament,90%,classification,3476
0.9653179,663,0.94357145,663,359960,tournament,90%,classification,3382
0.70469797,178272,0.5815308,17842,2073,tournament,90%,classification,3315
0.76,473,0.7871287,473,359955,tournament,90%,classification,3108
0.7733333,3946,0.7953795,1046,359955,tournament,90%,classification,3112
0.89041096,10,0.8983912,10,359958,tournament,90%,classification,3248
0.8695652,54887,0.8801431,6947,146818,tournament,90%,classification,3051
0.6792453,27,0.86315787,30,359956,tournament,90%,classification,3188
0.7846154,406301,0.706743,53391,168784,tournament,90%,classification,3391
0.84705883,1445,0.8058394,1157,190146,tournament,90%,classification,3123
0.8679245,93022,0.86783624,11532,359956,tournament,90%,classification,3189
0.84102565,377171,0.7035623,49661,168784,tournament,90%,classification,3405
0.8293839,12,0.86073726,12,359962,tournament,90%,classification,3461
0.86255926,43691,0.8613224,5381,359962,tournament,90%,classification,3466
0.68456376,521,0.56821966,469,2073,tournament,90%,classification,3312
0.8153846,570371,0.6952926,73181,168784,tournament,90%,classification,3396
0.72,216,0.80033004,36,359955,tournament,90%,classification,3107
0.8153846,575901,0.6914758,79301,168784,tournament,90%,classification,3400
0.7882353,67,0.7459854,71,190146,tournament,90%,classification,3135
0.84102565,391901,0.71437657,52801,168784,tournament,90%,classification,3414
0.8483412,1071,0.859567,671,359962,tournament,90%,classification,3477
0.88235295,388,0.7240876,72,190146,tournament,90%,classification,3139
0.8584906,37,0.8608187,37,359956,tournament,90%,classification,3205
0.8436019,12,0.85898185,12,359962,tournament,90%,classification,3479
0.73333335,33,0.80363035,33,359955,tournament,90%,classification,3119
0.8490566,490,0.85497075,490,359956,tournament,90%,classification,3198
0.5733333,1818,0.8085809,1818,359955,tournament,90%,classification,3103
0.84102565,429631,0.7283715,52631,168784,tournament,90%,classification,3404
0.84615386,342411,0.68956745,46201,168784,tournament,90%,classification,3413
0.5202703,2062,0.54652137,2062,359959,tournament,90%,classification,3277
0.5135135,176281,0.5716681,16801,359959,tournament,90%,classification,3278
0.7948718,380391,0.7181934,47101,168784,tournament,90%,classification,3392
0.8679245,668,0.851462,668,359956,tournament,90%,classification,3184
0.8,93,0.7518248,93,190146,tournament,90%,classification,3128
0.70666665,5,0.7953795,5,359955,tournament,90%,classification,3102
0.67114097,175786,0.56905156,18726,2073,tournament,90%,classification,3301
0.91780823,18,0.9043184,18,359958,tournament,90%,classification,3245
0.5743243,1588,0.5699916,1588,359959,tournament,90%,classification,3281
0.89041096,16,0.90855205,16,359958,tournament,90%,classification,3256
0.6486486,148696,0.6107383,16176,359954,tournament,90%,classification,3086
0.74666667,772,0.8052805,772,359955,tournament,90%,classification,3110
1.0,1106,0.92142856,1106,359960,tournament,90%,classification,3381
0.75,1561,0.754321,1561,168757,tournament,90%,classification,3155
0.89855075,7986,0.87477636,1206,146818,tournament,90%,classification,3043
0.9132948,1469,0.92,1469,359960,tournament,90%,classification,3378
0.6756757,115256,0.6442953,13766,359954,tournament,90%,classification,3082
0.89726025,66591,0.9114286,16801,359958,tournament,80%,classification,3743
0.67114097,71,0.5898876,71,2073,tournament,80%,classification,3830
0.8867925,44,0.8710526,42,359956,tournament,80%,classification,3681
